,book,chapter_number,chapter_title,plot,plot_tokens
0,1,1,The Boy Who Lived,Vernon and Petunia Dursley of Number Four Privet Drive in Little Whinging Surrey  are proud to say that they are perfectly normal They are the last people you d expect to be involved in anything strange or mysterious because they just don t hold with such nonsense Vernon is the director of a drill making firm called Grunnings and Petunia keeps house and raises their one year old son Dudley On Tuesday 1 November 1981 the Dursleys begin the day by gossiping about their neighbours while Petunia wrestles the disagreeable Dudley into his high chair None of them notice a large tawny owl flying past their window but Vernon does notice the tabby cat reading a map and a street sign outside their house He forces himself to forget the cat but upon arriving in town he notices large groups of people wearing cloaks He eavesdrops on them and hears them talking about the Potters and their son Harry  Vernon finds this horrifying because the Potters are his in laws and he and Petunia wouldn t want anyone to find out about them When he leaves work at the end of the day he bumps into a small man wearing a cloak but when he tries to apologise the man hugs him and tells him that even muggles like him should be celebrating today because You Know Who has been defeated Vernon returns home to find the cat still waiting there and it only gives him a stern look when he tries to shoo it away The news is full of unexplained owl sightings and firework displays and Vernon nervously asks Petunia if she has heard from her sister recently Petunia is upset but she does tell him that she hasn t heard from her sister and that their nephew name is Harry  Vernon heart sinks He finds it difficult to fall asleep that night but eventually manages it After the Dursleys fall asleep Albus Dumbledore appears in the middle of Privet Drive and siphons away the light from the street lamps with his Deluminator He greets the cat who has spent all day waiting outside as Professor McGonagall  and the cat turns into a human woman They discuss the deaths of James and Lily Potter at the hands of Lord Voldemort at the Potter cottage in Godric Hollow and how their infant son Harry miraculously survived the attack while Voldemort has seemingly died Rubeus Hagrid arrives riding a flying motorbike and transporting Harry He hands him over to Dumbledore who leaves the sleeping baby and a letter to the Dursleys on the doorstep of Number Four The three wizards are distraught to leave the orphaned baby with his relatives but they only give themselves a moment to mourn before they force themselves to leave Hagrid says he will return the motorbike to its owner young Sirius Black McGonagall resumes her cat form and slinks around the corner at the other end of the street and Dumbledore restores the lights to the streetlamps and bids Harry farewell before vanishing without a trace Harry rolls over inside his bundle of blankets and his small hand closes on the letter as he sleeps on He does not know that he is special and famous that he will be woken up the next morning by his aunt scream when Petunia opens the front door to put out the milk bottles that he will be spending the next few weeks being prodded and pinched by his cousin Dudley or that at this very moment people meeting in secret all over the country are toasting  To Harry Potter  the boy who lived ,"['Vernon', 'and', 'Petunia', 'Dursley', 'of', 'Number', 'Four', 'Privet', 'Drive', 'in', 'Little', 'Whinging', 'Surrey', '', 'are', 'proud', 'to', 'say', 'that', 'they', 'are', 'perfectly', 'normal', 'They', 'are', 'the', 'last', 'people', 'you', 'd', 'expect', 'to', 'be', 'involved', 'in', 'anything', 'strange', 'or', 'mysterious', 'because', 'they', 'just', 'don', 't', 'hold', 'with', 'such', 'nonsense', 'Vernon', 'is', 'the', 'director', 'of', 'a', 'drill', 'making', 'firm', 'called', 'Grunnings', 'and', 'Petunia', 'keeps', 'house', 'and', 'raises', 'their', 'one', 'year', 'old', 'son', 'Dudley', 'On', 'Tuesday', '1', 'November', '1981', 'the', 'Dursleys', 'begin', 'the', 'day', 'by', 'gossiping', 'about', 'their', 'neighbours', 'while', 'Petunia', 'wrestles', 'the', 'disagreeable', 'Dudley', 'into', 'his', 'high', 'chair', 'None', 'of', 'them', 'notice', 'a', 'large', 'tawny', 'owl', 'flying', 'past', 'their', 'window', 'but', 'Vernon', 'does', 'notice', 'the', 'tabby', 'cat', 'reading', 'a', 'map', 'and', 'a', 'street', 'sign', 'outside', 'their', 'house', 'He', 'forces', 'himself', 'to', 'forget', 'the', 'cat', 'but', 'upon', 'arriving', 'in', 'town', 'he', 'notices', 'large', 'groups', 'of', 'people', 'wearing', 'cloaks', 'He', 'eavesdrops', 'on', 'them', 'and', 'hears', 'them', 'talking', 'about', 'the', 'Potters', 'and', 'their', 'son', 'Harry', '', 'Vernon', 'finds', 'this', 'horrifying', 'because', 'the', 'Potters', 'are', 'his', 'in', 'laws', 'and', 'he', 'and', 'Petunia', 'wouldn', 't', 'want', 'anyone', 'to', 'find', 'out', 'about', 'them', 'When', 'he', 'leaves', 'work', 'at', 'the', 'end', 'of', 'the', 'day', 'he', 'bumps', 'into', 'a', 'small', 'man', 'wearing', 'a', 'cloak', 'but', 'when', 'he', 'tries', 'to', 'apologise', 'the', 'man', 'hugs', 'him', 'and', 'tells', 'him', 'that', 'even', 'muggles', 'like', 'him', 'should', 'be', 'celebrating', 'today', 'because', 'You', 'Know', 'Who', 'has', 'been', 'defeated', 'Vernon', 'returns', 'home', 'to', 'find', 'the', 'cat', 'still', 'waiting', 'there', 'and', 'it', 'only', 'gives', 'him', 'a', 'stern', 'look', 'when', 'he', 'tries', 'to', 'shoo', 'it', 'away', 'The', 'news', 'is', 'full', 'of', 'unexplained', 'owl', 'sightings', 'and', 'firework', 'displays', 'and', 'Vernon', 'nervously', 'asks', 'Petunia', 'if', 'she', 'has', 'heard', 'from', 'her', 'sister', 'recently', 'Petunia', 'is', 'upset', 'but', 'she', 'does', 'tell', 'him', 'that', 'she', 'hasn', 't', 'heard', 'from', 'her', 'sister', 'and', 'that', 'their', 'nephew', 'name', 'is', 'Harry', '', 'Vernon', 'heart', 'sinks', 'He', 'finds', 'it', 'difficult', 'to', 'fall', 'asleep', 'that', 'night', 'but', 'eventually', 'manages', 'it', 'After', 'the', 'Dursleys', 'fall', 'asleep', 'Albus', 'Dumbledore', 'appears', 'in', 'the', 'middle', 'of', 'Privet', 'Drive', 'and', 'siphons', 'away', 'the', 'light', 'from', 'the', 'street', 'lamps', 'with', 'his', 'Deluminator', 'He', 'greets', 'the', 'cat', 'who', 'has', 'spent', 'all', 'day', 'waiting', 'outside', 'as', 'Professor', 'McGonagall', '', 'and', 'the', 'cat', 'turns', 'into', 'a', 'human', 'woman', 'They', 'discuss', 'the', 'deaths', 'of', 'James', 'and', 'Lily', 'Potter', 'at', 'the', 'hands', 'of', 'Lord', 'Voldemort', 'at', 'the', 'Potter', 'cottage', 'in', 'Godric', 'Hollow', 'and', 'how', 'their', 'infant', 'son', 'Harry', 'miraculously', 'survived', 'the', 'attack', 'while', 'Voldemort', 'has', 'seemingly', 'died', 'Rubeus', 'Hagrid', 'arrives', 'riding', 'a', 'flying', 'motorbike', 'and', 'transporting', 'Harry', 'He', 'hands', 'him', 'over', 'to', 'Dumbledore', 'who', 'leaves', 'the', 'sleeping', 'baby', 'and', 'a', 'letter', 'to', 'the', 'Dursleys', 'on', 'the', 'doorstep', 'of', 'Number', 'Four', 'The', 'three', 'wizards', 'are', 'distraught', 'to', 'leave', 'the', 'orphaned', 'baby', 'with', 'his', 'relatives', 'but', 'they', 'only', 'give', 'themselves', 'a', 'moment', 'to', 'mourn', 'before', 'they', 'force', 'themselves', 'to', 'leave', 'Hagrid', 'says', 'he', 'will', 'return', 'the', 'motorbike', 'to', 'its', 'owner', 'young', 'Sirius', 'Black', 'McGonagall', 'resumes', 'her', 'cat', 'form', 'and', 'slinks', 'around', 'the', 'corner', 'at', 'the', 'other', 'end', 'of', 'the', 'street', 'and', 'Dumbledore', 'restores', 'the', 'lights', 'to', 'the', 'streetlamps', 'and', 'bids', 'Harry', 'farewell', 'before', 'vanishing', 'without', 'a', 'trace', 'Harry', 'rolls', 'over', 'inside', 'his', 'bundle', 'of', 'blankets', 'and', 'his', 'small', 'hand', 'closes', 'on', 'the', 'letter', 'as', 'he', 'sleeps', 'on', 'He', 'does', 'not', 'know', 'that', 'he', 'is', 'special', 'and', 'famous', 'that', 'he', 'will', 'be', 'woken', 'up', 'the', 'next', 'morning', 'by', 'his', 'aunt', 'scream', 'when', 'Petunia', 'opens', 'the', 'front', 'door', 'to', 'put', 'out', 'the', 'milk', 'bottles', 'that', 'he', 'will', 'be', 'spending', 'the', 'next', 'few', 'weeks', 'being', 'prodded', 'and', 'pinched', 'by', 'his', 'cousin', 'Dudley', 'or', 'that', 'at', 'this', 'very', 'moment', 'people', 'meeting', 'in', 'secret', 'all', 'over', 'the', 'country', 'are', 'toasting', '', 'To', 'Harry', 'Potter', '', 'the', 'boy', 'who', 'lived', '']"
1,1,2,The Vanishing Glass,Dudley counting his presents Ten years pass since the Dursleys have awoken to find Harry Potter lying on their doorstep and Privet Drive and the Dursleys house has not changed since that day The only difference is the vast number of pictures of Dudley Dursley throughout his life displayed on the walls There is no sign that Harry Potter lives there As Harry is forced to live in the Cupboard Under the Stairs a very cramped space with a lot of spiders Petunia comes to Harry door one morning and wakes him with a shrill voice Harry is trying to think about the dream he had been having It was about a flying motorbike and he thinks he has had the same dream before Aunt Petunia tells him to make some bacon as she wants everything perfect for Dudley 11th birthday Harry dresses into a pair of Dudley old clothes and goes into the kitchen where the table is covered in Dudley presents Harry has jet black hair and green eyes His glasses are held together by tape because Dudley has smashed them so many times The thing that distinguishes Harry from others the most is the lightning shaped scar on his forehead He often wonders how he got it and the Dursleys have told him that he got it from the car crash that killed Harry parents Harry doesn t know much more about the accident though because the Dursleys first rule is to not ask questions Dudley comes into the kitchen and begins to count his presents only to find 36 which he angrily recalls is one fewer than the year before Aunt Petunia states that they are going to buy him two new presents while they are out Vernon tells Petunia that their neighbour Arabella Figg a Squib has broken her leg and cannot take care of Harry while they are at the zoo They can t think of anyone else who can take care of him so Harry has to go with them Dudley is allowed to take a friend to the zoo and chooses his friend Piers Polkiss Piers comes to the house with his mother A half hour later Harry sits in the car with Dudley Piers Vernon and Petunia On the way a motorbike overtakes them and Vernon complains about them Harry remarks that he had a dream about a flying motorbike once and Vernon snappily reminds him that motorbikes do not fly Harry thinks about all the strange things that have happened to him He once turned his teacher wig blue jumped onto the school chimney and grew all of his hair back the morning after a haircut At the zoo Dudley and Piers find the animals boring Harry is left to watch a Boa constrictor as it sleeps and when Dudley tries to make it move it wakes up but still doesn t move The snake begins to move after Dudley and Piers slink away Moments later Harry speaks to the snake and finds that it miraculously understands him Piers calls Dudley and Vernon back to the snake exhibit upon realising that it is now moving Dudley pushes Harry out of the way he lands hard on the concrete floor  and presses his face against the glass Harry becomes angry and somehow the glass vanishes and the snake gets out scaring Dudley and Piers As the snake slithers away Harry thinks that he hears it speak back to him Piers tattletales on Harry that he had been talking to the snake and Uncle Vernon sends him to his cupboard with no meals for a week as cruel punishment ,"['Dudley', 'counting', 'his', 'presents', 'Ten', 'years', 'pass', 'since', 'the', 'Dursleys', 'have', 'awoken', 'to', 'find', 'Harry', 'Potter', 'lying', 'on', 'their', 'doorstep', 'and', 'Privet', 'Drive', 'and', 'the', 'Dursleys', 'house', 'has', 'not', 'changed', 'since', 'that', 'day', 'The', 'only', 'difference', 'is', 'the', 'vast', 'number', 'of', 'pictures', 'of', 'Dudley', 'Dursley', 'throughout', 'his', 'life', 'displayed', 'on', 'the', 'walls', 'There', 'is', 'no', 'sign', 'that', 'Harry', 'Potter', 'lives', 'there', 'As', 'Harry', 'is', 'forced', 'to', 'live', 'in', 'the', 'Cupboard', 'Under', 'the', 'Stairs', 'a', 'very', 'cramped', 'space', 'with', 'a', 'lot', 'of', 'spiders', 'Petunia', 'comes', 'to', 'Harry', 'door', 'one', 'morning', 'and', 'wakes', 'him', 'with', 'a', 'shrill', 'voice', 'Harry', 'is', 'trying', 'to', 'think', 'about', 'the', 'dream', 'he', 'had', 'been', 'having', 'It', 'was', 'about', 'a', 'flying', 'motorbike', 'and', 'he', 'thinks', 'he', 'has', 'had', 'the', 'same', 'dream', 'before', 'Aunt', 'Petunia', 'tells', 'him', 'to', 'make', 'some', 'bacon', 'as', 'she', 'wants', 'everything', 'perfect', 'for', 'Dudley', '11th', 'birthday', 'Harry', 'dresses', 'into', 'a', 'pair', 'of', 'Dudley', 'old', 'clothes', 'and', 'goes', 'into', 'the', 'kitchen', 'where', 'the', 'table', 'is', 'covered', 'in', 'Dudley', 'presents', 'Harry', 'has', 'jet', 'black', 'hair', 'and', 'green', 'eyes', 'His', 'glasses', 'are', 'held', 'together', 'by', 'tape', 'because', 'Dudley', 'has', 'smashed', 'them', 'so', 'many', 'times', 'The', 'thing', 'that', 'distinguishes', 'Harry', 'from', 'others', 'the', 'most', 'is', 'the', 'lightning', 'shaped', 'scar', 'on', 'his', 'forehead', 'He', 'often', 'wonders', 'how', 'he', 'got', 'it', 'and', 'the', 'Dursleys', 'have', 'told', 'him', 'that', 'he', 'got', 'it', 'from', 'the', 'car', 'crash', 'that', 'killed', 'Harry', 'parents', 'Harry', 'doesn', 't', 'know', 'much', 'more', 'about', 'the', 'accident', 'though', 'because', 'the', 'Dursleys', 'first', 'rule', 'is', 'to', 'not', 'ask', 'questions', 'Dudley', 'comes', 'into', 'the', 'kitchen', 'and', 'begins', 'to', 'count', 'his', 'presents', 'only', 'to', 'find', '36', 'which', 'he', 'angrily', 'recalls', 'is', 'one', 'fewer', 'than', 'the', 'year', 'before', 'Aunt', 'Petunia', 'states', 'that', 'they', 'are', 'going', 'to', 'buy', 'him', 'two', 'new', 'presents', 'while', 'they', 'are', 'out', 'Vernon', 'tells', 'Petunia', 'that', 'their', 'neighbour', 'Arabella', 'Figg', 'a', 'Squib', 'has', 'broken', 'her', 'leg', 'and', 'cannot', 'take', 'care', 'of', 'Harry', 'while', 'they', 'are', 'at', 'the', 'zoo', 'They', 'can', 't', 'think', 'of', 'anyone', 'else', 'who', 'can', 'take', 'care', 'of', 'him', 'so', 'Harry', 'has', 'to', 'go', 'with', 'them', 'Dudley', 'is', 'allowed', 'to', 'take', 'a', 'friend', 'to', 'the', 'zoo', 'and', 'chooses', 'his', 'friend', 'Piers', 'Polkiss', 'Piers', 'comes', 'to', 'the', 'house', 'with', 'his', 'mother', 'A', 'half', 'hour', 'later', 'Harry', 'sits', 'in', 'the', 'car', 'with', 'Dudley', 'Piers', 'Vernon', 'and', 'Petunia', 'On', 'the', 'way', 'a', 'motorbike', 'overtakes', 'them', 'and', 'Vernon', 'complains', 'about', 'them', 'Harry', 'remarks', 'that', 'he', 'had', 'a', 'dream', 'about', 'a', 'flying', 'motorbike', 'once', 'and', 'Vernon', 'snappily', 'reminds', 'him', 'that', 'motorbikes', 'do', 'not', 'fly', 'Harry', 'thinks', 'about', 'all', 'the', 'strange', 'things', 'that', 'have', 'happened', 'to', 'him', 'He', 'once', 'turned', 'his', 'teacher', 'wig', 'blue', 'jumped', 'onto', 'the', 'school', 'chimney', 'and', 'grew', 'all', 'of', 'his', 'hair', 'back', 'the', 'morning', 'after', 'a', 'haircut', 'At', 'the', 'zoo', 'Dudley', 'and', 'Piers', 'find', 'the', 'animals', 'boring', 'Harry', 'is', 'left', 'to', 'watch', 'a', 'Boa', 'constrictor', 'as', 'it', 'sleeps', 'and', 'when', 'Dudley', 'tries', 'to', 'make', 'it', 'move', 'it', 'wakes', 'up', 'but', 'still', 'doesn', 't', 'move', 'The', 'snake', 'begins', 'to', 'move', 'after', 'Dudley', 'and', 'Piers', 'slink', 'away', 'Moments', 'later', 'Harry', 'speaks', 'to', 'the', 'snake', 'and', 'finds', 'that', 'it', 'miraculously', 'understands', 'him', 'Piers', 'calls', 'Dudley', 'and', 'Vernon', 'back', 'to', 'the', 'snake', 'exhibit', 'upon', 'realising', 'that', 'it', 'is', 'now', 'moving', 'Dudley', 'pushes', 'Harry', 'out', 'of', 'the', 'way', 'he', 'lands', 'hard', 'on', 'the', 'concrete', 'floor', '', 'and', 'presses', 'his', 'face', 'against', 'the', 'glass', 'Harry', 'becomes', 'angry', 'and', 'somehow', 'the', 'glass', 'vanishes', 'and', 'the', 'snake', 'gets', 'out', 'scaring', 'Dudley', 'and', 'Piers', 'As', 'the', 'snake', 'slithers', 'away', 'Harry', 'thinks', 'that', 'he', 'hears', 'it', 'speak', 'back', 'to', 'him', 'Piers', 'tattletales', 'on', 'Harry', 'that', 'he', 'had', 'been', 'talking', 'to', 'the', 'snake', 'and', 'Uncle', 'Vernon', 'sends', 'him', 'to', 'his', 'cupboard', 'with', 'no', 'meals', 'for', 'a', 'week', 'as', 'cruel', 'punishment', '']"
2,1,3,The Letters from No One,Hundreds of letters arriving at the fireplace Ever since the boa constrictor escaped from the zoo Harry was locked in his cupboard for the longest time ever When Harry is finally allowed out it the beginning of the summer holidays Even though he is not at school Harry still can t escape Dudley and his gang who regularly visit the house To keep out of their way Harry usually wanders around Privet Drive He is glad however that Dudley and Piers are going to Smeltings Academy while Harry is going to attend Stonewall High One day during the summer Harry is told to get the post for Uncle Vernon When Harry goes to get the mail there are three letters a postcard from Uncle Vernon sister who is on holiday in the Isle of Wight a letter that looks like a bill and a letter for Harry Harry takes the letter studies the yellow parchment it is made of then reads the address Mr H Potter The Cupboard Under the Stairs 4 Privet Drive Little Whinging Surrey Harry can t believe it He has never had a letter in his life On the back there is a wax seal with a Lion Snake Badger and Eagle surrounding an H Harry returns to the kitchen and gives Uncle Vernon the other two letters as he sits down and starts to open the letter Dudley soon sees that Harry has a letter and Uncle Vernon snatches it from him to read with Aunt Petunia Uncle Vernon tells Harry and Dudley to get out of the kitchen so they both go and stand in the hall The two fight over who gets to look through the keyhole Dudley wins so Harry resorts to looking through the gap between the floor and the door Uncle Vernon and Aunt Petunia are discussing the seal on the back Uncle Vernon says that they should just ignore it Later when Harry is in his cupboard Uncle Vernon comes in and says that he has burned the letter and that they are moving him up to Dudley second bedroom Slightly surprised Harry moves all of his things up to the bedroom wishing he had his letter The next morning at breakfast Dudley is asked to get the post by Uncle Vernon After banging things all the way down the hall with his Smeltings stick Dudley calls out that there is another letter addressed to Harry this time in  The Smallest Bedroom   rather than  The Cupboard Under the Stairs   Both Harry and Uncle Vernon rush to the hallway in an attempt to get the letter After a minute of confused fighting Uncle Vernon emerges clutching the letter in his hand Determined to see what his letter says Harry creeps down the stairs early the next morning and approaches the door He is going to camp there until the post arrives then he will finally get to read his letter When he reaches the door however he stands on Uncle Vernon  who had the very same idea Every day letters appear addressed to Harry and they are doubling in number Eventually there are so many letters arriving that Uncle Vernon resorts to nailing shut the letterbox But they begin to appear in the strangest of places under the door squeezed through the window and Aunt Petunia even finds some while cracking open eggs Finally they get attacked by thirty or forty letters being fired out of the fireplace Despite the sender efforts Harry still does not manage to get his hands on one of the letters for long enough to read it and a furious Uncle Vernon states that they are leaving the house They get into their car and leave ten minutes later They travel for miles until they eventually stop in front of a gloomy hotel on the brink of the city Vernon attempt to shake the sender off are not successful however as more letters come for Harry to the hotel the very next morning Again they get back in the car and finally stop to get on a boat that takes them to an island with a small hut on it Harry remembers that the next day will be his eleventh birthday When they get there Harry can t sleep with the raging storm outside so he counts down the time until his birthday When his watch turns to the next day there is a loud knocking at the door  something wants to get in  ,"['Hundreds', 'of', 'letters', 'arriving', 'at', 'the', 'fireplace', 'Ever', 'since', 'the', 'boa', 'constrictor', 'escaped', 'from', 'the', 'zoo', 'Harry', 'was', 'locked', 'in', 'his', 'cupboard', 'for', 'the', 'longest', 'time', 'ever', 'When', 'Harry', 'is', 'finally', 'allowed', 'out', 'it', 'the', 'beginning', 'of', 'the', 'summer', 'holidays', 'Even', 'though', 'he', 'is', 'not', 'at', 'school', 'Harry', 'still', 'can', 't', 'escape', 'Dudley', 'and', 'his', 'gang', 'who', 'regularly', 'visit', 'the', 'house', 'To', 'keep', 'out', 'of', 'their', 'way', 'Harry', 'usually', 'wanders', 'around', 'Privet', 'Drive', 'He', 'is', 'glad', 'however', 'that', 'Dudley', 'and', 'Piers', 'are', 'going', 'to', 'Smeltings', 'Academy', 'while', 'Harry', 'is', 'going', 'to', 'attend', 'Stonewall', 'High', 'One', 'day', 'during', 'the', 'summer', 'Harry', 'is', 'told', 'to', 'get', 'the', 'post', 'for', 'Uncle', 'Vernon', 'When', 'Harry', 'goes', 'to', 'get', 'the', 'mail', 'there', 'are', 'three', 'letters', 'a', 'postcard', 'from', 'Uncle', 'Vernon', 'sister', 'who', 'is', 'on', 'holiday', 'in', 'the', 'Isle', 'of', 'Wight', 'a', 'letter', 'that', 'looks', 'like', 'a', 'bill', 'and', 'a', 'letter', 'for', 'Harry', 'Harry', 'takes', 'the', 'letter', 'studies', 'the', 'yellow', 'parchment', 'it', 'is', 'made', 'of', 'then', 'reads', 'the', 'address', 'Mr', 'H', 'Potter', 'The', 'Cupboard', 'Under', 'the', 'Stairs', '4', 'Privet', 'Drive', 'Little', 'Whinging', 'Surrey', 'Harry', 'can', 't', 'believe', 'it', 'He', 'has', 'never', 'had', 'a', 'letter', 'in', 'his', 'life', 'On', 'the', 'back', 'there', 'is', 'a', 'wax', 'seal', 'with', 'a', 'Lion', 'Snake', 'Badger', 'and', 'Eagle', 'surrounding', 'an', 'H', 'Harry', 'returns', 'to', 'the', 'kitchen', 'and', 'gives', 'Uncle', 'Vernon', 'the', 'other', 'two', 'letters', 'as', 'he', 'sits', 'down', 'and', 'starts', 'to', 'open', 'the', 'letter', 'Dudley', 'soon', 'sees', 'that', 'Harry', 'has', 'a', 'letter', 'and', 'Uncle', 'Vernon', 'snatches', 'it', 'from', 'him', 'to', 'read', 'with', 'Aunt', 'Petunia', 'Uncle', 'Vernon', 'tells', 'Harry', 'and', 'Dudley', 'to', 'get', 'out', 'of', 'the', 'kitchen', 'so', 'they', 'both', 'go', 'and', 'stand', 'in', 'the', 'hall', 'The', 'two', 'fight', 'over', 'who', 'gets', 'to', 'look', 'through', 'the', 'keyhole', 'Dudley', 'wins', 'so', 'Harry', 'resorts', 'to', 'looking', 'through', 'the', 'gap', 'between', 'the', 'floor', 'and', 'the', 'door', 'Uncle', 'Vernon', 'and', 'Aunt', 'Petunia', 'are', 'discussing', 'the', 'seal', 'on', 'the', 'back', 'Uncle', 'Vernon', 'says', 'that', 'they', 'should', 'just', 'ignore', 'it', 'Later', 'when', 'Harry', 'is', 'in', 'his', 'cupboard', 'Uncle', 'Vernon', 'comes', 'in', 'and', 'says', 'that', 'he', 'has', 'burned', 'the', 'letter', 'and', 'that', 'they', 'are', 'moving', 'him', 'up', 'to', 'Dudley', 'second', 'bedroom', 'Slightly', 'surprised', 'Harry', 'moves', 'all', 'of', 'his', 'things', 'up', 'to', 'the', 'bedroom', 'wishing', 'he', 'had', 'his', 'letter', 'The', 'next', 'morning', 'at', 'breakfast', 'Dudley', 'is', 'asked', 'to', 'get', 'the', 'post', 'by', 'Uncle', 'Vernon', 'After', 'banging', 'things', 'all', 'the', 'way', 'down', 'the', 'hall', 'with', 'his', 'Smeltings', 'stick', 'Dudley', 'calls', 'out', 'that', 'there', 'is', 'another', 'letter', 'addressed', 'to', 'Harry', 'this', 'time', 'in', '', 'The', 'Smallest', 'Bedroom', '', '', 'rather', 'than', '', 'The', 'Cupboard', 'Under', 'the', 'Stairs', '', '', 'Both', 'Harry', 'and', 'Uncle', 'Vernon', 'rush', 'to', 'the', 'hallway', 'in', 'an', 'attempt', 'to', 'get', 'the', 'letter', 'After', 'a', 'minute', 'of', 'confused', 'fighting', 'Uncle', 'Vernon', 'emerges', 'clutching', 'the', 'letter', 'in', 'his', 'hand', 'Determined', 'to', 'see', 'what', 'his', 'letter', 'says', 'Harry', 'creeps', 'down', 'the', 'stairs', 'early', 'the', 'next', 'morning', 'and', 'approaches', 'the', 'door', 'He', 'is', 'going', 'to', 'camp', 'there', 'until', 'the', 'post', 'arrives', 'then', 'he', 'will', 'finally', 'get', 'to', 'read', 'his', 'letter', 'When', 'he', 'reaches', 'the', 'door', 'however', 'he', 'stands', 'on', 'Uncle', 'Vernon', '', 'who', 'had', 'the', 'very', 'same', 'idea', 'Every', 'day', 'letters', 'appear', 'addressed', 'to', 'Harry', 'and', 'they', 'are', 'doubling', 'in', 'number', 'Eventually', 'there', 'are', 'so', 'many', 'letters', 'arriving', 'that', 'Uncle', 'Vernon', 'resorts', 'to', 'nailing', 'shut', 'the', 'letterbox', 'But', 'they', 'begin', 'to', 'appear', 'in', 'the', 'strangest', 'of', 'places', 'under', 'the', 'door', 'squeezed', 'through', 'the', 'window', 'and', 'Aunt', 'Petunia', 'even', 'finds', 'some', 'while', 'cracking', 'open', 'eggs', 'Finally', 'they', 'get', 'attacked', 'by', 'thirty', 'or', 'forty', 'letters', 'being', 'fired', 'out', 'of', 'the', 'fireplace', 'Despite', 'the', 'sender', 'efforts', 'Harry', 'still', 'does', 'not', 'manage', 'to', 'get', 'his', 'hands', 'on', 'one', 'of', 'the', 'letters', 'for', 'long', 'enough', 'to', 'read', 'it', 'and', 'a', 'furious', 'Uncle', 'Vernon', 'states', 'that', 'they', 'are', 'leaving', 'the', 'house', 'They', 'get', 'into', 'their', 'car', 'and', 'leave', 'ten', 'minutes', 'later', 'They', 'travel', 'for', 'miles', 'until', 'they', 'eventually', 'stop', 'in', 'front', 'of', 'a', 'gloomy', 'hotel', 'on', 'the', 'brink', 'of', 'the', 'city', 'Vernon', 'attempt', 'to', 'shake', 'the', 'sender', 'off', 'are', 'not', 'successful', 'however', 'as', 'more', 'letters', 'come', 'for', 'Harry', 'to', 'the', 'hotel', 'the', 'very', 'next', 'morning', 'Again', 'they', 'get', 'back', 'in', 'the', 'car', 'and', 'finally', 'stop', 'to', 'get', 'on', 'a', 'boat', 'that', 'takes', 'them', 'to', 'an', 'island', 'with', 'a', 'small', 'hut', 'on', 'it', 'Harry', 'remembers', 'that', 'the', 'next', 'day', 'will', 'be', 'his', 'eleventh', 'birthday', 'When', 'they', 'get', 'there', 'Harry', 'can', 't', 'sleep', 'with', 'the', 'raging', 'storm', 'outside', 'so', 'he', 'counts', 'down', 'the', 'time', 'until', 'his', 'birthday', 'When', 'his', 'watch', 'turns', 'to', 'the', 'next', 'day', 'there', 'is', 'a', 'loud', 'knocking', 'at', 'the', 'door', '', 'something', 'wants', 'to', 'get', 'in', '', '']"
